Type,Dedicated Graphic Memory Capacity,SSD,RAM (in GB),Expandable Memory,Touchscreen,Screen Size (in inch),screen_resolution,Storage,CPU_ranking,gpu_benchmark,ram_type_tokenized,Price(RM),Refresh_Rate
3,0.0,1,8,1,1,14.0,1080,512,108,17.5,4,4124.45,1
2,2.0,1,16,1,0,15.6,1080,512,108,33.8,4,4107.95,1
4,0.0,0,8,0,0,15.6,720,1000,63,102.0,4,2198.9,1
4,0.0,1,8,0,0,15.6,1080,512,87,102.0,4,2694.45,1
4,0.0,0,8,1,0,14.1,720,1000,540,5.05,4,1704.94,1
2,0.0,1,4,1,0,15.6,1080,256,540,4.23,4,2199.95,1
2,0.0,1,8,0,0,14.0,1080,512,108,5.05,4,3024.45,2
2,0.0,1,8,0,0,15.6,720,512,362,5.05,4,2309.45,1
3,0.0,1,8,0,0,14.0,1080,512,362,5.05,4,3079.45,1
2,0.0,1,8,0,0,15.6,1080,512,108,17.5,4,2969.45,1
2,0.0,1,8,1,0,15.6,1080,512,362,5.05,4,2309.45,1
2,0.0,1,8,0,0,15.6,720,512,362,5.05,4,2309.45,1
2,0.0,1,16,0,1,13.5,1080,512,108,17.5,6,6159.94,1
2,0.0,1,8,1,0,15.6,1080,512,87,102.0,4,2611.95,1
2,0.0,1,8,1,0,14.0,1080,256,362,5.05,4,2199.45,1
2,0.0,1,16,0,0,14.0,1080,512,61,17.5,6,4674.45,1
2,0.0,1,8,0,0,14.0,1080,512,362,5.05,4,2089.45,1
2,0.0,1,8,0,0,14.0,1080,512,108,5.05,4,3381.95,1
3,2.0,1,8,1,1,14.0,1080,512,108,17.5,4,4316.95,1
2,0.0,1,8,1,0,15.6,1080,512,108,5.05,4,3381.95,1
3,0.0,1,16,1,1,14.0,1080,512,64,102.0,4,4674.45,1
2,0.0,0,8,1,0,14.96,1080,1000,560,102.0,4,2171.95,1
2,0.0,1,8,1,0,15.6,1080,512,540,5.05,4,2639.45,1
2,0.0,1,8,1,0,15.6,1080,1256,330,83.3,4,3190.0,1
3,0.0,1,8,1,1,14.0,1080,512,362,5.05,4,3326.95,1
2,0.0,1,8,1,0,15.6,1080,1256,108,5.05,4,3408.35,1
2,0.0,1,8,0,0,15.6,1080,256,560,102.0,4,2166.45,1
3,0.0,1,8,1,1,14.0,1080,512,108,17.5,4,3959.45,1
2,0.0,1,4,1,0,15.6,1080,256,873,5.05,4,1980.0,1
2,0.0,1,4,1,0,14.0,1080,1256,362,5.05,4,1979.94,1
2,0.0,1,8,1,0,15.6,1080,256,108,5.05,4,3079.45,1
3,0.0,1,8,1,1,14.0,1080,256,362,5.05,4,2639.45,1
3,0.0,1,16,1,1,14.0,1080,512,108,17.5,4,4943.95,1
2,0.0,1,4,1,0,14.0,1080,1256,540,4.23,4,1924.45,1
2,0.0,1,8,1,0,14.0,1080,256,330,102.0,4,2446.95,1
2,0.0,1,8,1,0,15.6,1080,512,87,102.0,4,3575.0,1
2,0.0,1,8,1,0,14.96,1080,256,362,5.05,4,2309.45,1
2,0.0,1,8,1,0,15.6,1080,256,560,102.0,4,2171.95,1
2,0.0,1,8,1,0,14.96,1080,1256,560,102.0,4,2419.45,1
2,0.0,1,16,1,0,15.6,1080,512,108,17.5,4,3849.45,1
2,0.0,1,8,1,0,15.6,1080,1256,362,5.05,4,2694.45,1
2,0.0,1,8,1,0,15.6,1080,512,330,102.0,4,2749.45,1
2,0.0,1,16,0,0,17.3,1080,512,108,17.5,4,3126.75,1
4,2.0,1,16,0,0,15.6,1080,512,108,132.0,4,4043.54,1
4,0.0,1,8,0,0,15.6,1080,512,362,5.05,4,2801.7,2
4,4.0,1,8,1,0,15.6,1080,512,187,41.8,4,4179.45,1
4,0.0,1,8,0,0,15.6,1080,1256,330,10.6,4,2859.45,1
4,0.0,1,8,1,0,15.6,1080,1256,108,4.23,4,3299.45,1
2,0.0,0,8,0,0,14.0,720,1000,362,5.05,4,1979.45,1
2,0.0,1,8,0,0,15.6,1080,1256,108,17.5,4,2859.45,1
2,0.0,1,16,0,0,14.0,1080,512,108,17.5,4,3079.45,1
2,0.0,1,16,0,0,14.0,1080,512,108,17.5,4,3079.45,1
2,0.0,1,8,0,0,15.6,1080,256,362,5.05,4,2639.45,1
2,0.0,1,16,0,0,14.0,1080,512,108,17.5,4,3079.45,1
2,0.0,1,8,0,0,15.6,1080,1256,87,102.0,4,3244.45,1
2,0.0,1,8,0,0,15.6,1080,1256,87,102.0,4,3244.45,1
4,0.0,0,8,0,0,15.6,1080,1000,362,4.23,4,2336.95,1
2,0.0,1,8,0,0,15.6,1080,512,362,5.05,4,2804.45,1
2,0.0,1,16,0,0,15.6,1080,1256,108,17.5,4,3849.45,1
2,0.0,1,8,0,0,15.6,1080,256,362,5.05,4,2089.45,1
4,0.0,1,16,0,1,14.0,1080,512,61,17.5,4,4765.64,1
3,0.0,1,16,0,1,13.3,1080,512,110,102.0,4,5995.0,1
4,0.0,1,8,0,0,14.0,720,256,540,5.05,4,1808.95,1
4,0.0,0,4,0,0,15.6,720,1000,540,4.23,4,1905.7,1
2,0.0,1,8,0,0,14.0,720,256,540,5.05,4,1786.9,2
2,0.0,1,8,1,0,14.0,1080,256,362,5.05,4,1923.84,2
4,4.0,1,16,0,0,15.6,1080,1000,24,72.6,4,4949.45,1
1,6.0,1,16,1,0,15.6,1080,1000,45,132.0,4,7699.45,1
1,4.0,1,8,0,0,15.6,1080,512,87,59.9,4,3244.45,1
3,0.0,1,8,0,1,14.0,1080,256,362,5.05,4,2771.45,1
4,0.0,0,8,0,0,15.6,1080,1000,560,10.6,4,2419.45,1
3,0.0,1,16,1,1,13.5,1440,1000,61,4.23,6,8414.94,1
2,0.0,1,16,1,0,13.3,1080,1000,64,102.0,4,4388.45,1
2,0.0,1,16,0,0,13.3,1080,512,87,5.05,4,3563.45,1
1,4.0,1,16,0,0,15.6,1080,512,64,72.6,4,4399.45,1
2,0.0,1,8,0,0,14.0,1080,512,108,5.05,4,3117.95,1
1,4.0,1,16,0,0,15.6,1080,512,61,72.6,4,4839.45,1
4,0.0,1,8,1,0,14.0,1080,256,108,17.5,4,3321.45,1
1,8.0,1,16,0,0,16.1,1440,1000,61,154.0,4,9459.45,1
1,4.0,1,8,0,0,15.6,1080,512,87,72.6,4,3849.45,1
2,0.0,1,8,1,0,14.0,1080,512,108,17.5,4,3214.75,1
2,0.0,1,16,0,0,14.0,1080,512,108,17.5,4,3628.35,1
1,4.0,1,8,0,0,14.96,1080,512,87,72.6,4,5360.74,1
2,0.0,1,8,1,0,15.6,1080,512,108,17.5,4,3409.45,1
4,4.0,1,16,1,0,14.0,1440,1000,48,72.6,4,6049.45,2
2,0.0,1,8,0,0,15.6,1080,1256,61,4.23,4,4537.5,1
4,0.0,0,4,0,0,15.6,1080,1000,540,5.05,4,1924.45,2
4,0.0,1,8,0,0,15.6,1080,1256,108,4.23,4,3299.45,2
1,6.0,1,16,0,0,16.0,1440,1000,45,132.0,4,9899.45,1
4,0.0,1,8,0,0,15.6,1080,256,362,4.23,4,2061.95,2
4,2.0,1,8,1,0,15.6,1080,512,187,5.05,4,3024.94,1
4,0.0,1,8,0,0,14.1,1080,512,540,4.23,4,2350.7,1
4,0.0,1,8,0,0,15.6,1080,1000,330,10.6,4,3184.5,1
2,0.0,1,16,0,0,14.0,1080,512,97,10.6,6,2804.45,1
2,0.0,1,8,0,0,14.0,1080,256,362,5.05,4,2144.45,1
2,0.0,1,8,0,0,14.0,1080,256,540,5.05,6,1649.45,1
2,0.0,1,8,0,0,14.0,1080,512,187,5.05,6,2199.45,1
2,0.0,1,8,0,0,14.0,1080,256,540,5.05,6,1649.45,1
2,0.0,1,8,0,0,14.0,1080,512,187,5.05,6,2199.45,1
2,0.0,1,8,0,0,14.0,1080,256,540,5.05,6,1649.45,1
4,0.0,1,16,0,0,13.3,1080,512,77,10.6,4,4179.45,2
4,0.0,1,8,0,0,15.6,1080,512,362,4.23,4,2528.9,1
2,0.0,0,8,1,0,15.6,1080,1000,362,5.05,4,2281.95,1
2,0.0,1,8,0,0,14.0,1080,512,87,102.0,4,2666.95,1
2,0.0,1,16,0,0,17.3,1080,1256,108,17.5,4,3464.45,1
4,4.0,1,16,1,0,14.0,1440,512,64,72.6,4,4949.45,2
2,0.0,1,8,1,0,14.1,1080,1256,362,5.05,4,2138.95,2
2,0.0,1,16,0,0,14.0,1080,512,64,102.0,4,3739.45,1
4,0.0,1,4,0,0,15.6,720,256,745,1.53,4,1539.45,1
2,0.0,1,16,1,0,14.0,1080,512,108,17.5,4,3629.45,1
4,0.0,0,4,0,0,11.6,720,64,745,1.53,5,1044.45,1
1,4.0,1,8,1,0,15.6,1080,512,87,59.9,4,3354.45,2
2,0.0,1,8,1,0,15.6,1080,256,362,5.05,4,2144.45,1
2,0.0,1,4,0,0,14.0,1080,256,362,5.05,4,1869.45,1
2,0.0,1,8,0,0,14.0,1080,512,187,5.05,4,2584.45,1
2,0.0,1,8,1,0,15.6,1080,256,362,5.05,4,2336.95,1
2,0.0,1,4,1,0,14.0,1080,1256,362,5.05,4,2424.95,1
2,0.0,1,16,1,0,14.0,1080,512,108,17.5,4,3854.95,1
2,0.0,1,8,1,0,14.0,1080,512,330,83.3,4,2694.45,1
2,0.0,1,8,0,0,14.0,1080,256,540,5.05,4,1759.45,1
4,0.0,0,8,1,0,15.6,720,1000,362,5.05,4,1968.45,2
2,0.0,1,8,0,0,14.0,1080,512,540,5.05,4,2584.45,1
2,0.0,1,8,0,0,14.0,1080,512,97,5.05,4,3189.45,1
2,0.0,1,16,0,0,14.0,1080,512,108,17.5,6,4124.45,1
1,6.0,1,16,1,0,15.6,1080,512,108,132.0,4,4674.45,1
2,0.0,1,4,0,0,15.6,1080,512,540,5.05,4,1924.45,1
1,0.0,1,16,0,0,15.6,1080,512,97,10.6,4,3189.45,1
2,0.0,1,8,0,0,15.6,1080,512,540,5.05,4,2144.45,1
1,0.0,1,16,0,0,15.6,1080,512,97,10.6,4,3189.45,1
2,0.0,1,8,0,0,15.6,1080,512,540,5.05,4,2144.45,1
4,0.0,0,8,0,0,15.0,1080,1000,108,4.23,4,3244.45,1
1,4.0,1,8,1,0,15.6,1080,512,87,59.9,4,4130.44,2
2,0.0,1,8,0,0,15.6,720,512,362,5.05,4,2364.45,1
4,0.0,0,8,1,0,15.6,720,1000,362,5.05,4,1979.45,2
4,0.0,1,8,1,0,15.6,1080,256,362,4.23,4,2722.5,1
2,0.0,1,8,1,0,14.1,1080,256,560,102.0,4,1869.45,2
1,4.0,1,16,0,0,14.0,1440,1000,48,59.0,4,7699.45,2
4,0.0,0,8,0,0,15.6,1080,1000,362,5.05,4,2199.84,1
2,0.0,1,8,0,0,14.0,1080,512,108,17.5,6,3299.45,1
2,0.0,1,16,1,0,14.0,1080,512,87,102.0,4,3299.94,1
4,2.0,1,16,0,0,12.0,1080,512,97,16.5,4,9350.0,1
2,0.0,1,8,1,0,15.6,1080,512,108,17.5,4,3464.45,1
2,0.0,1,8,0,0,14.0,1080,512,64,102.0,4,3051.95,1
1,4.0,1,8,0,0,14.0,1440,1000,110,59.9,4,4476.94,2
1,6.0,1,16,1,0,15.6,1080,1000,64,132.0,4,7589.45,1
3,0.0,1,16,0,1,13.3,1080,512,64,102.0,4,4289.45,1
1,4.0,1,8,0,0,14.0,1080,1000,110,59.9,4,4234.45,2
1,4.0,1,8,0,0,14.0,1080,1000,24,59.9,4,4784.45,2
2,0.0,1,4,0,0,14.0,720,256,745,5.05,4,1688.44,1
4,0.0,0,4,0,0,15.6,1080,1000,745,5.05,4,1649.94,1
1,8.0,1,16,0,0,15.6,1440,1000,61,154.0,4,6599.45,1
2,0.0,0,8,1,0,15.6,1080,1000,540,5.05,4,2254.45,1
1,4.0,1,16,0,0,15.6,1080,512,108,59.0,4,4014.45,1
2,0.0,1,16,1,1,13.3,1080,512,87,102.0,6,4113.89,1
2,0.0,1,4,1,0,15.6,1080,256,362,5.05,4,2419.45,1
2,0.0,1,16,0,0,14.2,1440,1000,36,33.0,8,12429.45,1
1,4.0,0,8,0,0,15.6,1080,1000,187,59.9,4,3464.45,1
1,4.0,1,8,1,0,15.6,1080,512,64,59.9,4,4179.45,1
1,4.0,1,16,0,0,15.6,1080,1256,64,59.0,4,4454.45,1
3,0.0,1,16,1,1,13.5,1080,1000,61,4.23,6,7094.45,1
2,0.0,1,8,0,1,14.0,1080,512,362,5.05,4,3299.45,1
2,0.0,1,16,0,0,14.0,1080,512,87,102.0,4,3293.95,1
4,0.0,1,8,0,0,15.6,720,256,540,5.05,4,2414.5,1
1,4.0,1,8,0,0,15.6,720,512,110,59.9,4,4124.45,1
2,0.0,1,4,0,0,15.6,1080,256,362,5.05,4,2061.95,1
4,0.0,1,4,0,0,12.0,1080,256,540,4.23,4,2128.5,1
4,0.0,1,4,0,0,15.6,720,256,579,102.0,4,1759.45,1
4,0.0,1,4,0,0,15.6,1080,256,540,4.23,4,2254.45,1
2,0.0,1,8,1,0,15.6,1080,256,540,5.05,4,2342.45,1
4,0.0,0,8,0,0,15.6,1080,1000,362,4.23,4,2359.5,1
4,0.0,0,4,0,0,14.0,1080,64,907,5.05,5,1374.45,1
1,4.0,1,8,1,0,15.6,1080,512,87,72.6,4,4619.45,1
1,8.0,1,16,0,0,16.1,1440,1000,48,70.2,4,7644.45,1
2,2.0,1,8,1,0,15.6,1080,1256,108,16.5,4,3104.7,1
4,0.0,1,16,0,0,15.6,1080,512,108,4.23,4,3822.5,1
1,6.0,1,16,1,0,15.6,1080,1000,61,132.0,4,7424.45,2
2,2.0,1,8,1,0,15.6,1080,1256,108,17.5,4,3905.0,1
2,0.0,1,8,1,0,14.0,1080,512,108,17.5,4,2529.45,1
2,0.0,1,16,1,0,14.0,1080,512,108,17.5,4,2749.45,1
2,0.0,1,8,1,0,14.0,1080,256,362,5.05,4,2309.45,1
3,2.0,1,8,1,1,14.0,1080,512,108,17.5,4,4564.45,1
2,0.0,1,16,1,0,14.0,1080,512,108,17.5,4,3909.95,1
3,0.0,1,8,1,1,14.0,1080,512,108,17.5,4,4069.45,1
2,0.0,0,8,1,0,14.96,1080,1000,540,5.05,4,2276.45,1
1,4.0,1,16,1,0,15.6,1080,512,87,72.6,4,4591.95,1
2,0.0,1,8,1,0,15.6,1080,1256,540,5.05,4,2578.95,1
2,0.0,1,4,1,0,15.6,720,256,579,102.0,4,2117.45,1
2,0.0,1,8,0,1,13.3,1080,512,108,17.5,6,5775.0,1
2,0.0,1,8,1,0,15.6,1080,1256,540,5.05,4,2446.95,1
2,0.0,1,8,1,0,15.6,1080,256,330,83.3,4,2336.95,1
2,0.0,1,8,0,0,14.0,720,512,187,5.05,4,2199.45,1
2,4.0,1,16,0,0,14.0,2160,512,108,70.9,4,4355.45,1
2,0.0,1,8,1,0,14.0,1080,512,108,17.5,4,3404.5,1
1,4.0,1,16,1,0,15.6,1080,512,61,59.0,4,5994.45,2
2,0.0,1,8,1,0,14.0,1080,1256,108,17.5,4,2749.45,1
3,2.0,1,16,0,1,14.0,1080,512,108,17.5,4,4454.45,1
2,0.0,1,8,1,0,15.6,1080,1256,362,5.05,4,2721.95,1
3,0.0,1,16,1,1,13.5,1080,512,108,4.23,6,6379.45,1
2,0.0,0,8,0,0,15.6,1080,1000,187,5.05,4,2474.45,1
1,4.0,1,16,1,1,13.4,1080,1000,48,72.6,6,7314.45,2
2,0.0,1,8,0,0,15.6,1080,1256,87,102.0,4,3244.45,1
2,0.0,1,8,0,0,15.6,1080,256,362,5.05,4,2584.45,1
1,4.0,1,32,1,1,13.4,1080,1000,48,59.0,6,7864.45,2
1,4.0,1,16,0,0,15.6,1080,1000,48,59.0,4,6489.45,2
1,6.0,1,16,1,0,16.0,1440,1000,61,132.0,4,8524.45,1
2,0.0,1,16,0,0,15.6,1080,1256,108,17.5,4,3739.45,1
1,4.0,1,32,1,1,13.4,2160,1000,48,59.0,6,8634.45,2
1,4.0,1,16,1,0,16.0,1080,1000,61,72.6,4,7149.45,1
1,4.0,1,8,1,0,15.6,1080,512,87,59.9,4,4135.94,1
1,4.0,1,8,0,0,15.6,1080,512,108,59.9,4,3629.45,2
2,0.0,1,8,1,0,15.6,1080,512,108,17.5,4,2859.45,1
1,6.0,1,16,0,0,16.0,1440,1000,61,132.0,4,8689.45,1
2,0.0,1,4,0,0,14.0,720,256,907,5.05,4,1649.45,1
2,0.0,1,16,0,0,14.0,1080,512,108,5.05,4,3409.45,1
2,0.0,1,16,0,1,13.3,1080,512,87,102.0,4,4179.45,1
2,0.0,1,8,0,0,14.0,1080,256,540,5.05,4,1924.45,1
1,4.0,1,8,1,0,15.6,1080,1256,87,59.9,4,3354.45,2
4,0.0,1,8,0,0,15.6,720,256,540,5.05,4,2144.89,1
2,2.0,1,16,0,0,15.6,1080,512,108,33.8,4,5328.95,1
1,4.0,1,8,0,0,15.6,1080,512,342,59.9,4,3601.95,1
4,0.0,1,8,1,0,15.6,1080,512,108,17.5,4,2956.25,1
2,0.0,1,8,1,0,14.0,1080,512,87,102.0,4,3244.45,1
1,4.0,1,8,0,0,15.6,1080,512,108,72.6,4,4179.45,1
3,0.0,1,16,0,1,14.0,1080,512,61,17.5,4,4674.45,1
2,0.0,1,8,0,0,13.0,1440,512,108,17.5,4,3024.45,1
2,0.0,1,16,0,0,13.0,1440,512,108,17.5,4,3354.45,1
2,0.0,1,4,0,0,15.0,1080,256,362,5.05,4,2144.45,1
2,0.0,1,8,0,0,14.0,1080,512,87,102.0,4,3134.45,1
2,0.0,1,8,0,0,13.3,1440,1000,108,17.5,4,3244.45,1
2,0.0,1,16,0,0,13.0,1440,1000,61,17.5,5,4729.45,1
1,4.0,1,16,0,0,15.6,1080,512,61,72.6,4,5384.44,1
2,0.0,1,8,0,0,14.0,1080,512,108,17.5,4,3024.45,1
2,0.0,1,8,0,0,15.6,1080,512,362,5.05,4,2391.95,1
4,0.0,1,8,0,0,15.6,1080,256,540,5.05,4,2309.45,1
4,0.0,0,4,0,0,15.6,720,1000,560,102.0,4,1896.95,1
4,0.0,1,4,0,0,15.6,720,256,560,102.0,4,1759.45,1
2,0.0,1,8,0,0,15.6,1080,256,560,102.0,4,1869.45,1
2,2.0,1,16,0,0,14.0,1080,512,64,33.8,4,4421.45,1
2,2.0,1,16,0,0,14.0,1080,512,87,33.8,4,3574.45,1
2,2.0,1,16,0,0,13.3,1080,1000,61,33.8,4,5111.7,1
1,4.0,1,16,1,0,15.6,1080,512,61,72.6,4,6489.45,2
1,4.0,1,8,0,0,15.6,1080,512,108,59.9,4,3629.45,1
2,2.0,1,16,0,0,14.0,1080,512,108,33.8,4,3849.45,1
2,2.0,1,8,0,0,15.6,1080,512,187,16.5,4,2996.95,1
4,0.0,0,4,0,1,11.6,720,128,745,5.05,6,1566.95,1
2,0.0,1,8,0,0,15.6,1080,512,187,5.05,4,2529.45,1
1,4.0,1,16,1,0,15.6,1440,1512,61,59.0,4,5279.45,2
2,0.0,1,4,0,0,15.6,1080,256,362,5.05,4,1924.45,1
1,4.0,1,16,1,0,15.6,1440,1512,61,59.0,4,5279.45,2
2,0.0,1,4,0,0,15.6,1080,256,362,5.05,4,1924.45,1
2,0.0,1,8,0,0,14.0,1080,512,108,17.5,6,4014.45,1
2,0.0,1,8,0,0,15.6,1080,1256,108,17.5,4,2804.45,1
2,0.0,1,8,0,0,15.6,1080,256,352,102.0,4,1979.45,1
2,0.0,1,8,0,0,14.0,1080,1000,108,17.5,4,2474.45,1
2,0.0,1,8,0,0,15.6,1080,512,330,10.6,4,2446.95,1
2,0.0,1,8,0,0,15.6,1080,512,108,17.5,4,2914.45,1
2,0.0,1,8,0,0,15.6,1080,1256,108,17.5,4,2930.95,1
2,0.0,1,8,0,0,15.6,1080,1256,108,17.5,4,3024.45,1
1,4.0,1,8,0,0,15.6,1080,1000,64,72.6,4,5059.45,1
1,4.0,1,8,1,0,15.6,1080,512,110,59.9,4,4234.45,2
2,0.0,1,16,1,0,14.0,1080,1256,108,17.5,4,3436.95,1
3,0.0,1,8,1,1,14.0,1080,256,362,5.05,4,3849.45,1
2,0.0,0,4,0,0,14.0,720,1000,540,4.23,4,1925.0,1
2,0.0,1,8,0,0,15.6,1080,256,540,5.05,4,1924.45,1
4,0.0,0,4,0,0,11.6,720,64,745,5.05,5,879.45,1
1,4.0,1,16,1,0,15.6,1080,1000,48,59.0,4,7149.45,2
2,0.0,1,8,0,0,14.0,1080,512,187,5.05,4,2529.45,2
2,0.0,1,8,0,0,14.0,1080,512,362,5.05,4,2556.95,1
2,0.0,1,8,0,0,14.0,1080,512,61,17.5,4,3299.45,1
2,2.0,1,8,0,0,14.0,1080,512,61,33.8,4,4432.45,2
2,0.0,1,8,0,0,14.0,1080,512,108,5.05,4,2584.45,1
1,4.0,1,8,0,0,15.6,1080,1000,108,72.6,4,4179.45,1
1,4.0,1,8,0,0,17.3,1080,512,108,72.6,4,3959.45,1
1,4.0,1,16,0,0,15.6,1080,1000,61,72.6,4,5719.45,1
1,4.0,1,8,0,0,15.6,1080,1256,187,59.9,4,3464.45,1
1,4.0,1,8,0,0,15.6,1080,1256,206,59.9,4,3189.45,1
1,4.0,1,8,0,0,15.6,1080,512,97,59.9,4,3519.45,1
1,4.0,1,8,1,0,14.0,1440,1000,64,59.9,6,4124.45,2
1,4.0,1,16,0,0,15.6,1080,1256,97,59.9,4,3794.45,2
1,4.0,1,16,0,0,17.3,1080,512,61,72.6,4,5224.45,1
1,4.0,1,16,0,0,17.3,1080,512,64,72.6,4,4454.45,2
1,6.0,1,16,1,0,15.6,1440,1000,48,132.0,4,7699.45,2
1,4.0,1,16,0,0,15.6,1080,512,97,59.9,4,3739.45,1
4,0.0,1,8,0,0,15.6,1080,1024,87,10.6,4,2681.25,1
2,0.0,1,8,1,0,15.6,1080,512,362,5.05,4,2667.5,1
2,0.0,1,16,0,1,14.0,1080,512,108,17.5,4,4564.45,1
2,0.0,1,16,0,0,14.0,1080,512,108,17.5,4,3849.45,1
4,0.0,0,8,0,0,15.6,1080,1000,362,5.05,4,2282.5,1
2,0.0,1,8,0,0,15.6,1080,512,87,102.0,4,2620.75,1
1,4.0,1,16,1,0,15.6,1080,1000,48,59.0,4,6599.45,2
1,4.0,1,8,0,0,15.6,1080,512,187,72.6,4,3849.45,2
1,6.0,1,16,0,0,15.6,1080,1000,97,132.0,4,4564.45,2
2,0.0,1,8,1,0,15.6,1080,512,87,102.0,4,3079.45,1
2,0.0,1,16,1,0,15.6,1080,512,87,102.0,4,3767.5,1
1,4.0,1,16,0,0,15.6,1080,1000,61,72.6,4,4674.45,2
1,4.0,1,16,0,0,15.6,1080,512,97,72.6,4,4399.45,2
2,4.0,1,16,0,0,14.0,1080,1000,108,70.9,4,5455.45,1
1,8.0,1,16,0,0,15.6,1080,1000,64,70.2,4,5224.45,2
2,0.0,0,4,0,0,15.6,720,1000,540,5.05,4,1704.45,1
2,0.0,0,8,1,0,14.0,1080,1000,540,4.23,4,1808.95,1
1,6.0,1,16,1,0,15.6,1440,1512,61,132.0,4,6214.45,2
1,4.0,1,8,0,0,17.3,1080,1000,108,72.6,4,4565.0,2
2,0.0,1,16,0,1,13.3,1080,1000,64,102.0,4,5001.7,1
4,0.0,1,8,0,0,15.6,1080,256,362,5.05,4,2089.45,2
4,0.0,1,8,0,0,15.6,1080,512,108,17.5,4,2914.45,2
2,0.0,1,16,0,1,14.0,1080,1000,61,17.5,6,6599.45,1
2,0.0,1,8,0,0,15.6,1080,512,87,102.0,4,2914.45,1
1,4.0,0,8,1,0,15.6,1080,1000,187,59.9,4,3629.45,2
1,4.0,1,8,0,0,15.6,1080,512,61,72.6,4,4894.45,2
1,8.0,1,16,0,0,15.6,1440,1000,61,154.0,4,11400.95,2
1,6.0,1,16,0,0,15.6,1080,1000,48,132.0,4,8139.45,1
1,4.0,1,8,0,0,15.6,1080,512,64,72.6,4,4564.45,2
2,0.0,1,8,0,0,14.0,1440,512,108,17.5,4,3079.45,1
2,0.0,1,8,0,0,14.0,1440,256,362,5.05,4,2364.45,1
1,4.0,1,8,1,0,15.6,1080,512,64,59.9,4,4234.45,2
2,0.0,1,8,0,0,14.0,1440,512,108,17.5,4,3079.45,1
1,4.0,1,16,1,0,15.6,1080,512,61,59.9,4,4674.45,2
1,4.0,1,16,1,0,15.6,1080,512,108,132.0,4,4729.45,1
2,0.0,1,16,0,0,14.0,1080,512,108,17.5,4,3514.5,2
2,0.0,1,16,0,0,13.3,1080,512,87,102.0,4,3546.9,1
2,2.0,1,16,0,1,13.3,1080,512,108,33.8,4,4267.45,1
4,0.0,0,8,0,0,15.6,1080,1000,362,4.23,4,2391.95,1
2,0.0,0,4,1,0,14.1,1080,1000,540,5.05,4,1869.45,2
1,4.0,1,16,0,0,15.6,1080,512,61,59.0,4,5966.95,2
1,8.0,1,16,0,0,17.3,1080,1000,61,154.0,4,9899.45,2
1,6.0,1,16,1,0,15.6,1440,1000,61,132.0,4,7149.45,2
1,12.0,1,16,1,0,15.6,1440,1000,48,109.0,4,8524.45,1
1,4.0,1,8,1,0,15.6,1080,512,87,59.9,4,3189.45,2
1,4.0,1,8,1,0,15.6,1080,512,64,59.9,4,3904.45,2
4,2.0,1,8,0,0,15.6,1080,1256,108,16.5,4,3464.45,1
4,0.0,1,8,0,0,14.0,1080,256,540,4.23,4,2254.45,1
2,0.0,1,8,0,0,15.6,1080,512,108,17.5,4,2694.45,1
2,0.0,1,8,0,0,15.6,1080,256,362,5.05,4,2254.45,1
2,0.0,1,8,0,0,14.0,1080,512,87,102.0,4,2474.45,2
1,4.0,1,8,1,0,15.6,1080,1256,108,59.9,4,3739.45,2
2,0.0,1,16,0,0,13.3,1080,1000,64,102.0,6,4674.45,1
2,0.0,1,8,1,0,14.96,1080,256,362,5.05,4,2144.45,1
2,0.0,1,8,0,0,15.6,1080,512,87,7.0,4,2859.45,1
2,0.0,1,8,0,0,14.0,1080,512,87,7.0,6,3106.95,1
2,0.0,1,16,0,0,13.3,1080,512,87,102.0,6,4124.45,1
4,2.0,1,8,1,0,15.6,1080,1256,108,17.5,4,3800.44,1
2,0.0,0,8,1,0,14.0,1080,1000,362,5.05,4,2309.45,1
2,2.0,1,8,1,0,14.0,1080,512,108,16.5,4,2980.45,1
2,0.0,1,8,0,0,15.6,1080,512,108,17.5,4,3244.45,1
2,0.0,1,4,1,0,14.0,1080,1256,362,5.05,4,1924.45,1
2,0.0,1,16,0,0,13.3,1080,512,87,102.0,4,3624.5,1
2,0.0,1,8,1,0,15.6,1080,512,330,102.0,4,2248.95,1
1,4.0,1,8,0,0,15.6,1080,512,87,42.6,4,3821.95,2
2,0.0,1,8,0,0,15.6,1080,1256,108,5.05,4,3519.45,1
2,0.0,1,8,0,0,15.6,1080,256,108,17.5,4,3090.94,1
4,0.0,1,4,0,0,15.6,1080,256,362,4.23,4,2276.95,1
1,4.0,1,8,1,0,15.6,1080,512,97,59.9,4,4208.98,2
2,0.0,1,8,0,0,15.6,1080,512,540,5.05,4,2309.45,1
2,0.0,1,4,0,0,15.6,1080,512,540,5.05,4,2144.45,1
2,0.0,1,8,0,0,15.6,1080,512,187,5.05,4,2749.45,1
2,2.0,1,8,0,0,15.6,1080,512,187,9.95,4,2859.45,1
2,0.0,1,8,1,0,14.0,1080,1256,330,102.0,4,2914.45,1
2,0.0,1,8,1,0,14.0,1080,512,540,5.05,4,2254.45,1
4,0.0,1,4,0,0,14.0,1080,512,108,4.23,4,3217.5,1
2,0.0,0,8,1,0,15.6,1080,1000,540,5.05,4,2034.45,1
1,6.0,1,16,0,0,15.6,1080,1000,61,132.0,4,6324.45,2
2,0.0,1,4,1,0,15.6,1080,256,540,5.05,4,2199.45,1
2,0.0,0,8,1,0,15.6,720,1000,540,5.05,4,1951.95,1
